Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,94.04000091552734,94.9000015258789,93.79000091552734,94.83999633789062,85.98014831542969,1744600
2020-01-03,93.4000015258789,93.72000122070312,92.68000030517578,93.26000213623047,84.5477523803711,1526300
2020-01-06,92.12000274658203,93.5199966430664,91.97000122070312,93.48999786376953,84.75626373291016,1689000
2020-01-07,93.20999908447266,93.80000305175781,92.7300033569336,93.38999938964844,84.66561126708984,1740400
2020-01-08,93.80000305175781,95.36000061035156,93.44000244140625,93.98999786376953,85.20954895019531,3611400
2020-01-09,94.68000030517578,95.05999755859375,94.36000061035156,94.69999694824219,85.85323333740234,2279500
2020-01-10,94.6500015258789,94.98999786376953,94.04000091552734,94.41000366210938,85.59032440185547,1429200
2020-01-13,94.55999755859375,95.08000183105469,94.12000274658203,95.06999969482422,86.18865966796875,1517000
2020-01-14,94.75,95.62999725341797,94.69000244140625,94.93000030517578,86.06175231933594,1907500
2020-01-15,94.08000183105469,95.0,93.81999969482422,94.31999969482422,85.50872039794922,2023900
2020-01-16,95.0,95.54000091552734,94.87999725341797,95.38999938964844,86.47876739501953,2203200
2020-01-17,95.47000122070312,97.0999984741211,95.41000366210938,97.0999984741211,88.0290298461914,2501500
2020-01-21,96.30999755859375,96.44999694824219,94.94000244140625,95.48999786376953,86.56941986083984,2076200
2020-01-22,95.7699966430664,96.08000183105469,95.37000274658203,95.94999694824219,86.9864501953125,1640400
2020-01-23,95.30999755859375,95.77999877929688,94.02999877929688,95.52999877929688,86.60568237304688,1992500
2020-01-24,95.66000366210938,95.66000366210938,92.5,93.5199966430664,84.78346252441406,1924000
2020-01-27,91.16999816894531,91.80999755859375,90.16999816894531,90.3499984741211,81.90959930419922,2104300
2020-01-28,91.18000030517578,92.54000091552734,90.63999938964844,92.0,83.40544891357422,1755500
2020-01-29,92.5199966430664,93.0199966430664,91.9000015258789,91.91000366210938,83.32386779785156,1290000
2020-01-30,90.98999786376953,93.19999694824219,90.68000030517578,93.11000061035156,84.41177368164062,1442400
2020-01-31,92.04000091552734,92.5999984741211,90.58000183105469,91.05999755859375,82.55327606201172,2695900
2020-02-03,91.6500015258789,93.0,91.44000244140625,91.5,82.95216369628906,1508400
2020-02-04,93.20999908447266,94.41999816894531,93.19999694824219,93.52999877929688,84.79253387451172,2080900
2020-02-05,95.33000183105469,96.91999816894531,94.52999877929688,95.63999938964844,86.70541381835938,3808500
2020-02-06,96.58000183105469,96.62000274658203,95.31999969482422,95.33000183105469,86.42439270019531,1762500
