Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,293.9800109863281,295.70001220703125,289.7900085449219,292.5,284.6997375488281,2543400
2020-01-03,287.2699890136719,291.8800048828125,284.3599853515625,289.5400085449219,281.8186340332031,2711400
2020-01-06,288.0,291.6600036621094,287.2200012207031,291.54998779296875,283.7750244140625,3079100
2020-01-07,290.70001220703125,291.489990234375,287.5799865722656,289.7900085449219,282.0620422363281,2492900
2020-01-08,291.5,297.3800048828125,290.0400085449219,295.8999938964844,288.0090637207031,3379200
2020-01-09,294.2900085449219,297.20001220703125,293.7200012207031,294.2200012207031,286.37384033203125,2838200
2020-01-10,296.07000732421875,296.07000732421875,292.2099914550781,295.1300048828125,287.2596130371094,2477900
2020-01-13,294.3699951171875,294.45001220703125,285.0199890136719,285.8500061035156,278.22705078125,6994900
2020-01-14,285.6000061035156,288.239990234375,284.25,288.239990234375,280.55328369140625,6056300
2020-01-15,289.0199890136719,299.6400146484375,289.0,296.4100036621094,288.5054931640625,6081300
2020-01-16,298.0,300.989990234375,295.92999267578125,300.739990234375,292.7200012207031,3710300
2020-01-17,300.010009765625,300.70001220703125,295.8800048828125,298.4700012207031,290.51055908203125,4632200
2020-01-21,296.8900146484375,302.5400085449219,296.010009765625,300.5299987792969,292.5155944824219,4962800
2020-01-22,301.989990234375,302.1300048828125,297.3500061035156,300.5899963378906,292.5740051269531,3117600
2020-01-23,300.010009765625,300.5799865722656,296.6499938964844,299.4599914550781,291.4741516113281,3169600
2020-01-24,298.3399963378906,299.92999267578125,291.55999755859375,292.80999755859375,285.00146484375,3678500
2020-01-27,288.0,288.0799865722656,280.07000732421875,284.0899963378906,276.5140380859375,4399400
2020-01-28,283.9100036621094,288.3699951171875,283.29998779296875,285.8699951171875,278.24658203125,4341000
2020-01-29,284.0,286.19000244140625,280.8900146484375,282.8999938964844,275.3557434082031,3963800
2020-01-30,281.8399963378906,281.8399963378906,275.9200134277344,280.9800109863281,273.4869689941406,4211800
2020-01-31,278.1700134277344,278.7799987792969,271.17999267578125,272.45001220703125,265.1844177246094,5532600
2020-02-03,275.1300048828125,276.8500061035156,270.82000732421875,274.0199890136719,266.7125549316406,5646800
2020-02-04,277.2799987792969,283.5,276.8800048828125,280.8399963378906,273.35064697265625,4290200
2020-02-05,285.6000061035156,297.0,285.44000244140625,295.7300109863281,287.8436279296875,5761000
2020-02-06,297.0,297.2699890136719,290.0,292.4599914550781,284.66082763671875,3044000
2020-02-07,292.8699951171875,293.3900146484375,288.9100036621094,289.2200012207031,281.5072326660156,3425900
2020-02-10,286.2300109863281,289.2900085449219,285.45001220703125,287.0299987792969,279.3756103515625,3147400
2020-02-11,286.8500061035156,291.57000732421875,285.8999938964844,290.7900085449219,283.03533935546875,2992200
2020-02-12,295.0,305.0,294.010009765625,303.4800109863281,295.38690185546875,6701900
2020-02-13,300.1400146484375,305.8999938964844,300.1400146484375,302.20001220703125,294.14111328125,3565500
2020-02-14,302.2099914550781,303.9700012207031,297.30999755859375,298.7799987792969,290.8122863769531,2485600
2020-02-18,299.6700134277344,303.3500061035156,299.0,302.1400146484375,294.08270263671875,3241700
2020-02-19,303.3699951171875,306.7099914550781,302.7300109863281,305.30999755859375,297.16815185546875,3021100
2020-02-20,303.20001220703125,304.1600036621094,297.8900146484375,302.1300048828125,294.0729675292969,2885500
2020-02-21,300.4700012207031,302.510009765625,298.6099853515625,301.42999267578125,293.3916320800781,2987100
2020-02-24,286.8900146484375,288.989990234375,277.6400146484375,277.7900085449219,270.38201904296875,8790600
2020-02-25,280.1499938964844,281.9800109863281,262.010009765625,263.3900146484375,256.3660583496094,8171200
2020-02-26,264.7200012207031,269.8299865722656,258.7099914550781,263.0,255.98643493652344,6806600
2020-02-27,258.4200134277344,262.1499938964844,252.07000732421875,253.9199981689453,247.1486053466797,7604300
2020-02-28,246.1999969482422,257.1000061035156,245.3000030517578,254.9600067138672,248.16082763671875,9961000
2020-03-02,257.3399963378906,273.239990234375,250.32000732421875,273.1099853515625,265.8268127441406,8866300
2020-03-03,275.3500061035156,280.3500061035156,259.2300109863281,261.3999938964844,254.42909240722656,9188100
2020-03-04,290.0,295.8399963378906,282.2099914550781,289.4200134277344,281.7018737792969,14533000
2020-03-05,281.6000061035156,289.4200134277344,279.94000244140625,282.9599914550781,275.41412353515625,5908400
2020-03-06,275.4200134277344,284.9700012207031,271.8999938964844,283.8699951171875,276.2999267578125,5361900
2020-03-09,264.4599914550781,281.44000244140625,259.239990234375,273.44000244140625,266.1479797363281,8070700
2020-03-10,279.7200012207031,283.8999938964844,272.5,280.0,272.5330810546875,7366000
2020-03-11,274.760009765625,285.239990234375,273.260009765625,277.7799987792969,270.37225341796875,7744600
2020-03-12,260.0,272.2300109863281,250.0,250.41000366210938,243.732177734375,10496600
2020-03-13,260.989990234375,273.2200012207031,242.27000427246094,272.0400085449219,265.93231201171875,9308400
2020-03-16,243.9199981689453,245.67999267578125,223.9499969482422,225.0399932861328,219.98751831054688,10303500
2020-03-17,230.82000732421875,248.75999450683594,228.2899932861328,244.22000122070312,238.73690795898438,9642200
2020-03-18,225.75,231.4499969482422,200.19000244140625,217.05999755859375,212.18667602539062,12917500
2020-03-19,216.97999572753906,226.1199951171875,208.94000244140625,219.8000030517578,214.86517333984375,8065200
2020-03-20,223.17999267578125,232.63999938964844,203.4600067138672,206.58999633789062,201.95176696777344,9364100
2020-03-23,202.0399932861328,205.75,187.72000122070312,194.86000061035156,190.48512268066406,10654500
2020-03-24,202.13999938964844,220.27000427246094,199.0,219.8000030517578,214.86517333984375,8894400
2020-03-25,219.08999633789062,247.50999450683594,216.0,234.49000549316406,229.22537231445312,10014000
2020-03-26,234.02999877929688,257.9599914550781,232.3000030517578,255.38999938964844,249.65611267089844,7517600
2020-03-27,242.94000244140625,251.60000610351562,238.24000549316406,242.4499969482422,237.0066375732422,4879500
2020-03-30,242.63999938964844,254.08999633789062,242.63999938964844,251.27999877929688,245.63839721679688,5329000
2020-03-31,243.47999572753906,254.52999877929688,243.0,249.3800048828125,243.7810821533203,5450000
2020-04-01,238.69000244140625,246.61000061035156,235.44000244140625,237.32000732421875,231.99183654785156,4548800
2020-04-02,235.3000030517578,242.0,226.02999877929688,240.44000244140625,235.04176330566406,4636800
2020-04-03,238.32000732421875,239.33999633789062,227.27000427246094,229.49000549316406,224.337646484375,4650300
2020-04-06,240.0,249.2899932861328,235.1199951171875,248.33999633789062,242.76441955566406,6365900
