Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,281.7200012207031,281.82000732421875,275.5400085449219,276.6099853515625,272.52947998046875,553500
2020-01-03,274.6499938964844,279.45001220703125,274.6499938964844,275.7900085449219,271.72161865234375,442400
2020-01-06,276.8800048828125,278.0899963378906,275.739990234375,276.6400146484375,272.5590515136719,571500
2020-01-07,275.8599853515625,279.54998779296875,274.760009765625,276.0199890136719,271.94818115234375,533700
2020-01-08,276.2799987792969,279.1600036621094,273.92999267578125,276.9599914550781,272.8742980957031,506500
2020-01-09,277.7699890136719,279.760009765625,276.760009765625,277.6099853515625,273.5147399902344,481600
2020-01-10,277.3500061035156,277.3500061035156,272.29998779296875,276.8699951171875,272.7856140136719,335600
2020-01-13,276.1600036621094,276.4800109863281,271.79998779296875,272.1499938964844,268.13525390625,647900
2020-01-14,269.3800048828125,270.0,260.1000061035156,260.75,256.9034729003906,1076900
2020-01-15,260.7300109863281,262.7799987792969,258.7699890136719,262.19000244140625,258.32220458984375,703100
2020-01-16,262.4599914550781,264.04998779296875,261.2900085449219,263.010009765625,259.1300964355469,728900
2020-01-17,263.1700134277344,266.95001220703125,262.70001220703125,266.739990234375,262.8050537109375,541700
2020-01-21,265.739990234375,269.0299987792969,265.3500061035156,267.760009765625,263.81005859375,590800
2020-01-22,268.0400085449219,268.4800109863281,264.9100036621094,265.2300109863281,261.3173828125,400900
2020-01-23,263.8800048828125,267.9599914550781,262.4200134277344,267.8699951171875,263.9183654785156,385700
2020-01-24,267.4800109863281,267.6099853515625,262.2699890136719,263.8900146484375,259.9971008300781,305800
2020-01-27,261.5,265.07000732421875,259.29998779296875,259.5400085449219,255.71128845214844,545100
2020-01-28,260.75,266.0199890136719,258.69000244140625,265.54998779296875,261.63262939453125,434500
2020-01-29,265.92999267578125,268.20001220703125,260.54998779296875,260.6499938964844,256.804931640625,504900
2020-01-30,259.2300109863281,266.8800048828125,259.2300109863281,266.70001220703125,262.7657165527344,737800
2020-01-31,265.4700012207031,265.69000244140625,259.94000244140625,263.79998779296875,259.908447265625,387900
2020-02-03,265.7200012207031,274.6099853515625,264.5,272.3699951171875,268.3520202636719,607100
2020-02-04,274.4100036621094,274.5,266.4200134277344,272.42999267578125,268.4111328125,482600
2020-02-05,274.54998779296875,278.3900146484375,273.2900085449219,277.20001220703125,273.1108093261719,559600
2020-02-06,276.6099853515625,277.7900085449219,271.5899963378906,274.17999267578125,270.13531494140625,534000
2020-02-07,273.7200012207031,275.7099914550781,271.9700012207031,274.1000061035156,270.0564880371094,310900
2020-02-10,273.8800048828125,276.8500061035156,272.69000244140625,276.7900085449219,272.706787109375,744000
2020-02-11,272.25,272.3500061035156,261.55999755859375,262.760009765625,258.8837585449219,901400
2020-02-12,261.6400146484375,261.9800109863281,255.3000030517578,260.0,256.16448974609375,636500
2020-02-13,260.0,265.04998779296875,259.5299987792969,262.67999267578125,258.80499267578125,616100
2020-02-14,262.6700134277344,263.79998779296875,261.4800109863281,263.4800109863281,259.5932312011719,545000
2020-02-18,262.0,263.5400085449219,256.260009765625,257.20001220703125,253.40582275390625,700400
2020-02-19,256.8699951171875,260.8299865722656,255.6999969482422,258.6700134277344,254.85414123535156,753600
2020-02-20,259.1199951171875,261.1000061035156,255.42999267578125,258.0799865722656,254.27279663085938,506300
2020-02-21,257.2200012207031,257.239990234375,250.83999633789062,251.4199981689453,247.71109008789062,725200
2020-02-24,245.11000061035156,250.49000549316406,240.97999572753906,249.47999572753906,245.79969787597656,853400
2020-02-25,248.63999938964844,249.5500030517578,238.8800048828125,239.1300048828125,235.60238647460938,802200
2020-02-26,240.3800048828125,242.3000030517578,232.72999572753906,234.69000244140625,231.22787475585938,1021100
2020-02-27,231.89999389648438,238.42999267578125,229.9600067138672,230.97999572753906,227.5725860595703,819000
2020-02-28,225.75999450683594,229.47000122070312,223.30999755859375,227.52999877929688,224.7085723876953,1117700
2020-03-02,228.0500030517578,237.14999389648438,227.6699981689453,236.89999389648438,233.96237182617188,891300
2020-03-03,243.3000030517578,245.69000244140625,237.00999450683594,238.94000244140625,235.97706604003906,879900
2020-03-04,242.05999755859375,253.16000366210938,239.3699951171875,252.75,249.61581420898438,816100
2020-03-05,246.35000610351562,249.27999877929688,238.02999877929688,243.6199951171875,240.5990447998047,720600
2020-03-06,236.75999450683594,240.3000030517578,232.97000122070312,238.75,235.78941345214844,629400
2020-03-09,216.0,226.52999877929688,211.35000610351562,213.22000122070312,210.57601928710938,1032600
2020-03-10,218.0,219.99000549316406,206.8699951171875,217.3699951171875,214.67453002929688,880400
2020-03-11,212.33999633789062,213.6699981689453,204.41000366210938,206.50999450683594,203.94920349121094,801300
2020-03-12,190.0,201.3800048828125,185.7100067138672,185.72000122070312,183.41702270507812,875100
2020-03-13,193.5399932861328,198.41000366210938,185.1300048828125,198.25,195.79164123535156,850000
2020-03-16,181.30999755859375,189.27000427246094,170.97999572753906,171.38999938964844,169.26470947265625,1073200
2020-03-17,174.83999633789062,177.3300018310547,161.85000610351562,172.66000366210938,170.5189666748047,1072600
